"","CountryName","Year","water_score","sanitation_score","child_mortality"
"1","Afghanistan","10",50.05,33.56,16.65
"2","Afghanistan","11",52.62,34.67,15.39
"3","Afghanistan","12",55.2,35.79,14.65
"4","Afghanistan","13",57.79,36.93,14.42
"5","Afghanistan","14",60.38,38.07,14.64
"6","Afghanistan","15",62.98,39.22,15.13
"7","Afghanistan","16",62.98,39.22,15.7
"8","Afghanistan","17",62.98,39.22,16.14
"9","Afghanistan","18",62.98,39.22,16.14
"10","Albania","10",88.09,95.57,1.72
"11","Albania","11",88.11,96.18,1.7
"12","Albania","12",88.24,96.78,1.71
"13","Albania","13",89.84,97.31,1.73
"14","Albania","14",91.37,97.68,1.73
"15","Albania","15",91.39,97.69,1.72
"16","Albania","16",91.39,97.69,1.68
"17","Albania","17",91.39,97.69,1.64
"18","Albania","18",91.39,97.69,1.64
"19","Algeria","10",92.39,86.56,4.95
"20","Algeria","11",92.61,86.77,4.73
"21","Algeria","12",92.83,86.97,4.54
"22","Algeria","13",93.05,87.15,4.39
"23","Algeria","14",93.26,87.33,4.26
"24","Algeria","15",93.47,87.49,4.14
"25","Algeria","16",93.47,87.49,4.02
"26","Algeria","17",93.47,87.49,3.9
"27","Algeria","18",93.47,87.49,3.9
"28","American Samoa","10",99.11,62.3,6.59
"29","American Samoa","11",99.17,62.27,1.02
"30","American Samoa","12",99.23,62.23,6.28
"31","American Samoa","13",99.23,62.23,1.02
"32","American Samoa","14",99.23,62.23,1.02
"33","American Samoa","15",99.23,62.23,6.59
"34","American Samoa","16",99.23,62.23,6.59
"35","American Samoa","17",99.23,62.23,6.43
"36","American Samoa","18",99.23,62.23,1.02
"37","Andorra","10",100,100,0.5
"38","Andorra","11",100,100,0.56
"39","Andorra","12",100,100,0.5
"40","Andorra","13",100,100,0.71
"41","Andorra","14",100,100,0.65
"42","Andorra","15",100,100,0.71
"43","Andorra","16",100,100,0.5
"44","Andorra","17",100,100,0.5
"45","Andorra","18",100,100,0.5
"46","Angola","10",40.06,33.06,44.93
"47","Angola","11",40.26,34.34,41.94
"48","Angola","12",40.46,35.61,39.46
"49","Angola","13",40.65,36.89,37.46
"50","Angola","14",40.83,38.16,35.88
"51","Angola","15",41.01,39.43,34.67
"52","Angola","16",41.01,39.43,33.71
"53","Angola","17",41.01,39.43,32.9
"54","Angola","18",41.01,39.43,32.9
"55","Anguilla","10",96.94,95.26,3.6
"56","Anguilla","11",97.37,95.81,4.12
"57","Anguilla","12",97.79,96.36,1.62
"58","Anguilla","13",98.22,96.92,2.53
"59","Anguilla","14",98.22,96.92,0.8
"60","Anguilla","15",98.22,96.92,1.36
"61","Anguilla","16",98.22,96.92,1.38
"62","Anguilla","17",98.22,96.92,2.39
"63","Anguilla","18",98.22,96.92,1.38
"64","Antigua and Barbuda","10",97.09,86.33,2.33
"65","Antigua and Barbuda","11",96.97,86.72,2.3
"66","Antigua and Barbuda","12",96.86,87.11,2.26
"67","Antigua and Barbuda","13",96.74,87.5,2.22
"68","Antigua and Barbuda","14",96.74,87.5,2.17
"69","Antigua and Barbuda","15",96.74,87.5,2.11
"70","Antigua and Barbuda","16",96.74,87.5,2.05
"71","Antigua and Barbuda","17",96.74,87.5,1.99
"72","Antigua and Barbuda","18",96.74,87.5,1.99
"73","Argentina","10",99.44,94.87,2.42
"74","Argentina","11",99.48,94.85,2.39
"75","Argentina","12",99.51,94.83,2.34
"76","Argentina","13",99.51,94.83,2.3
"77","Argentina","14",99.63,94.84,2.24
"78","Argentina","15",99.63,94.84,2.19
"79","Argentina","16",99.63,94.84,2.13
"80","Argentina","17",99.63,94.84,2.08
"81","Argentina","18",99.63,94.84,2.08
"82","Armenia","10",97.64,91.21,2.87
"83","Armenia","11",97.77,91.28,2.9
"84","Armenia","12",97.72,91.35,2.92
"85","Armenia","13",97.67,91.42,2.92
"86","Armenia","14",98.46,91.5,2.9
"87","Armenia","15",98.92,91.58,2.84
"88","Armenia","16",98.92,91.58,2.77
"89","Armenia","17",98.92,91.58,2.69
"90","Armenia","18",98.92,91.58,2.69
"91","Aruba","10",97.31,97.67,2.53
"92","Aruba","11",97.59,97.61,2.48
"93","Aruba","12",97.87,97.54,2.44
"94","Aruba","13",97.87,97.54,2.41
"95","Aruba","14",97.87,97.54,2.39
"96","Aruba","15",97.87,97.54,2.37
"97","Aruba","16",97.87,97.54,2.36
"98","Aruba","17",97.87,97.54,2.34
"99","Aruba","18",97.87,97.54,2.34
"100","Australia","10",99.89,100,0.76
"101","Australia","11",99.91,100,0.74
"102","Australia","12",99.93,100,0.72
"103","Australia","13",99.95,100,0.7
"104","Australia","14",99.96,100,0.68
"105","Australia","15",99.97,100,0.66
"106","Australia","16",99.97,100,0.65
"107","Australia","17",99.97,100,0.63
"108","Australia","18",99.97,100,0.63
"109","Austria","10",100,99.98,0.73
"110","Austria","11",100,99.98,0.69
"111","Austria","12",100,99.98,0.66
"112","Austria","13",100,99.98,0.62
"113","Austria","14",100,99.98,0.59
"114","Austria","15",100,99.97,0.56
"115","Austria","16",100,99.97,0.52
"116","Austria","17",100,99.97,0.5
"117","Austria","18",100,99.97,0.5
"118","Azerbaijan","10",81.78,81.59,5.76
"119","Azerbaijan","11",82.3,83.17,5.24
"120","Azerbaijan","12",82.82,84.74,4.83
"121","Azerbaijan","13",83.34,86.3,4.53
"122","Azerbaijan","14",83.86,87.86,4.32
"123","Azerbaijan","15",84.38,89.35,4.2
"124","Azerbaijan","16",84.38,89.35,4.13
"125","Azerbaijan","17",84.38,89.35,4.09
"126","Azerbaijan","18",84.38,89.35,4.09
"127","Bahamas","10",97.89,91.44,4.57
"128","Bahamas","11",97.84,91.73,4.44
"129","Bahamas","12",97.79,92.01,4.33
"130","Bahamas","13",97.79,92.01,4.22
"131","Bahamas","14",97.79,92.01,4.13
"132","Bahamas","15",97.79,92.01,4.04
"133","Bahamas","16",97.79,92.01,3.96
"134","Bahamas","17",97.79,92.01,3.88
"135","Bahamas","18",97.79,92.01,3.88
"136","Bahrain","10",100,100,2.21
"137","Bahrain","11",100,100,2.1
"138","Bahrain","12",100,100,2
"139","Bahrain","13",100,100,1.9
"140","Bahrain","14",100,100,1.83
"141","Bahrain","15",100,100,1.77
"142","Bahrain","16",100,100,1.72
"143","Bahrain","17",100,100,1.68
"144","Bahrain","18",100,100,1.68
"145","Bangladesh","10",96.5,39.93,10.13
"146","Bangladesh","11",96.67,41.35,9.3
"147","Bangladesh","12",96.84,42.76,8.6
"148","Bangladesh","13",97.01,44.16,8.02
"149","Bangladesh","14",97.17,45.55,7.56
"150","Bangladesh","15",97.33,46.92,7.19
"151","Bangladesh","16",97.33,46.92,6.89
"152","Bangladesh","17",97.33,46.92,6.65
"153","Bangladesh","18",97.33,46.92,6.65
"154","Barbados","10",98.25,94,1.55
"155","Barbados","11",98.22,94.61,1.5
"156","Barbados","12",98.19,95.23,1.45
"157","Barbados","13",98.16,95.84,1.42
"158","Barbados","14",98.13,96.46,1.4
"159","Barbados","15",98.13,96.46,1.39
"160","Barbados","16",98.13,96.46,1.38
"161","Barbados","17",98.13,96.46,1.36
"162","Barbados","18",98.13,96.46,1.36
"163","Belarus","10",97.95,94.5,1.44
"164","Belarus","11",97.96,94.45,1.31
"165","Belarus","12",97.97,94.4,1.19
"166","Belarus","13",97.98,94.35,1.1
"167","Belarus","14",97.99,94.3,1.03
"168","Belarus","15",98.01,94.25,0.98
"169","Belarus","16",98.01,94.25,0.95
"170","Belarus","17",98.01,94.25,0.92
"171","Belarus","18",98.01,94.25,0.92
"172","Belgium","10",100,99.49,0.84
"173","Belgium","11",100,99.49,0.82
"174","Belgium","12",100,99.49,0.8
"175","Belgium","13",100,99.49,0.78
"176","Belgium","14",100,99.49,0.75
"177","Belgium","15",100,99.49,0.73
"178","Belgium","16",100,99.49,0.71
"179","Belgium","17",100,99.49,0.68
"180","Belgium","18",100,99.49,0.68
"181","Belize","10",93.92,85.6,2.64
"182","Belize","11",94.56,85.91,2.52
"183","Belize","12",95.2,86.22,2.4
"184","Belize","13",95.85,86.53,2.29
"185","Belize","14",96.5,86.84,2.19
"186","Belize","15",97.13,87.16,2.1
"187","Belize","16",97.13,87.16,2.03
"188","Belize","17",97.13,87.16,1.95
"189","Belize","18",97.13,87.16,1.95
"190","Benin","10",64.76,12.54,43.45
"191","Benin","11",65.22,12.81,42.28
"192","Benin","12",65.67,13.09,41.23
"193","Benin","13",66.12,13.37,40.27
"194","Benin","14",66.57,13.65,39.39
"195","Benin","15",67.02,13.93,38.58
"196","Benin","16",67.02,13.93,37.81
"197","Benin","17",67.02,13.93,37.09
"198","Benin","18",67.02,13.93,37.09
"199","Bermuda","10",99.92,99.92,1.02
"200","Bermuda","11",99.91,99.91,0.61
"201","Bermuda","12",99.9,99.9,0.58
"202","Bermuda","13",99.9,99.9,0.54
"203","Bermuda","14",99.9,99.9,0.54
"204","Bermuda","15",99.9,99.9,0.58
"205","Bermuda","16",99.9,99.9,0.58
"206","Bermuda","17",99.9,99.9,0.54
"207","Bermuda","18",99.9,99.9,0.54
"208","Bhutan","10",93.62,60,8.56
"209","Bhutan","11",94.71,60.61,7.9
"210","Bhutan","12",95.78,61.2,7.32
"211","Bhutan","13",96.82,61.77,6.84
"212","Bhutan","14",97.56,62.33,6.45
"213","Bhutan","15",97.56,62.87,6.14
"214","Bhutan","16",97.56,62.87,5.88
"215","Bhutan","17",97.56,62.87,5.67
"216","Bhutan","18",97.56,62.87,5.67
"217","Bolivia","10",88.56,47.81,33.17
"218","Bolivia","11",89.45,48.77,32.09
"219","Bolivia","12",90.33,49.73,31.04
"220","Bolivia","13",91.19,50.69,29.98
"221","Bolivia","14",92.04,51.65,28.93
"222","Bolivia","15",92.88,52.61,27.86
"223","Bolivia","16",92.88,52.61,26.78
"224","Bolivia","17",92.88,52.61,25.7
"225","Bolivia","18",92.88,52.61,25.7
"226","Bosnia Herzegovina","10",97.28,94.79,1.5
"227","Bosnia Herzegovina","11",97.39,94.79,1.45
"228","Bosnia Herzegovina","12",97.5,94.78,1.41
"229","Bosnia Herzegovina","13",97.56,94.77,1.36
"230","Bosnia Herzegovina","14",97.66,94.77,1.31
"231","Bosnia Herzegovina","15",97.66,94.78,1.27
"232","Bosnia Herzegovina","16",97.66,94.78,1.22
"233","Bosnia Herzegovina","17",97.66,94.78,1.18
"234","Bosnia Herzegovina","18",97.66,94.78,1.18
"235","Botswana","10",78.56,58.58,12.28
"236","Botswana","11",78.7,58.98,11.09
"237","Botswana","12",78.84,59.38,10.07
"238","Botswana","13",78.99,59.78,9.16
"239","Botswana","14",79.08,59.86,8.37
"240","Botswana","15",79.17,59.96,7.68
"241","Botswana","16",79.17,59.96,7.09
"242","Botswana","17",79.17,59.96,6.59
"243","Botswana","18",79.17,59.96,6.59
"244","Brazil","10",96.26,82.04,3.33
"245","Brazil","11",96.48,82.88,3.04
"246","Brazil","12",96.7,83.71,2.8
"247","Brazil","13",96.91,84.53,2.61
"248","Brazil","14",97.23,85.34,2.46
"249","Brazil","15",97.5,86.15,2.36
"250","Brazil","16",97.5,86.15,2.28
"251","Brazil","17",97.5,86.15,2.23
"252","Brazil","18",97.5,86.15,2.23
"253","British Virgin Islands","10",99.1,96.85,4.99
"254","British Virgin Islands","11",99.48,96.85,2.74
"255","British Virgin Islands","12",99.86,96.86,1.17
"256","British Virgin Islands","13",99.86,96.86,1.08
"257","British Virgin Islands","14",99.86,96.86,1.22
"258","British Virgin Islands","15",99.86,96.86,1.05
"259","British Virgin Islands","16",99.86,96.86,1.17
"260","British Virgin Islands","17",99.86,96.86,1.22
"261","British Virgin Islands","18",99.86,96.86,1.12
"262","Brunei Darussalam","10",99.5,96.35,1.28
"263","Brunei Darussalam","11",99.51,96.35,1.27
"264","Brunei Darussalam","12",99.51,96.34,1.27
"265","Brunei Darussalam","13",99.51,96.34,1.26
"266","Brunei Darussalam","14",99.51,96.33,1.24
"267","Brunei Darussalam","15",99.51,96.33,1.22
"268","Brunei Darussalam","16",99.51,96.33,1.19
"269","Brunei Darussalam","17",99.51,96.33,1.15
"270","Brunei Darussalam","18",99.51,96.33,1.15
"271","Bulgaria","10",99.43,85.93,1.76
"272","Bulgaria","11",99.39,85.94,1.69
"273","Bulgaria","12",99.34,85.95,1.63
"274","Bulgaria","13",99.3,85.96,1.57
"275","Bulgaria","14",99.25,85.97,1.53
"276","Bulgaria","15",99.26,85.98,1.49
"277","Bulgaria","16",99.26,85.98,1.45
"278","Bulgaria","17",99.26,85.98,1.42
"279","Bulgaria","18",99.26,85.98,1.42
"280","Burkina Faso","10",51.29,18.12,48.31
"281","Burkina Faso","11",51.8,19.02,43.63
"282","Burkina Faso","12",52.31,19.91,39.74
"283","Burkina Faso","13",52.83,20.79,36.65
"284","Burkina Faso","14",53.34,21.67,34.33
"285","Burkina Faso","15",53.86,22.53,32.69
"286","Burkina Faso","16",53.86,22.53,31.58
"287","Burkina Faso","17",53.86,22.53,30.77
"288","Burkina Faso","18",53.86,22.53,30.77
"289","Burundi","10",54.79,47.88,52.52
"290","Burundi","11",55.04,48.53,51.13
"291","Burundi","12",55.3,49.18,49.77
"292","Burundi","13",55.56,49.82,48.47
"293","Burundi","14",55.83,50.48,47.22
"294","Burundi","15",55.93,50.46,46.03
"295","Burundi","16",55.93,50.46,44.88
"296","Burundi","17",55.93,50.46,43.76
"297","Burundi","18",55.93,50.46,43.76
"298","Cambodia","10",67.4,36.52,6.51
"299","Cambodia","11",68.91,38.97,5.79
"300","Cambodia","12",70.42,41.42,5.24
"301","Cambodia","13",71.93,43.88,4.83
"302","Cambodia","14",73.45,46.35,4.51
"303","Cambodia","15",74.97,48.83,4.25
"304","Cambodia","16",74.97,48.83,4.03
"305","Cambodia","17",74.97,48.83,3.84
"306","Cambodia","18",74.97,48.83,3.84
"307","Cameroon","10",62.08,39.04,43.3
"308","Cameroon","11",62.73,38.99,41.78
"309","Cameroon","12",63.37,38.95,40.27
"310","Cameroon","13",64.01,38.91,38.77
"311","Cameroon","14",64.65,38.87,37.28
"312","Cameroon","15",65.28,38.83,35.8
"313","Cameroon","16",65.28,38.83,34.36
"314","Cameroon","17",65.28,38.83,32.99
"315","Cameroon","18",65.28,38.83,32.99
"316","Canada","10",99.4,98.5,0.68
"317","Canada","11",99.3,98.5,0.68
"318","Canada","12",99.2,98.5,0.69
"319","Canada","13",99.1,98.5,0.72
"320","Canada","14",99,98.5,0.76
"321","Canada","15",98.9,98.5,0.82
"322","Canada","16",98.9,98.5,0.87
"323","Canada","17",98.9,98.5,0.91
"324","Canada","18",98.9,98.5,0.91
"325","Cape Verde","10",83.51,58.68,4.36
"326","Cape Verde","11",84.26,60.75,4.31
"327","Cape Verde","12",85.01,62.81,4.23
"328","Cape Verde","13",85.62,64.41,4.13
"329","Cape Verde","14",85.83,64.82,4.01
"330","Cape Verde","15",86.46,65.21,3.88
"331","Cape Verde","16",86.46,65.21,3.74
"332","Cape Verde","17",86.46,65.21,3.6
"333","Cape Verde","18",86.46,65.21,3.6
"334","Caribbean Netherlands","10",71.93,48.77,4.51
"335","Caribbean Netherlands","11",98.97,97.31,4.2
"336","Caribbean Netherlands","12",93.35,97.69,4.17
"337","Caribbean Netherlands","13",58.93,21.67,42.28
"338","Caribbean Netherlands","14",97.89,95.12,0.98
"339","Caribbean Netherlands","15",78.24,40.93,21.6
"340","Caribbean Netherlands","16",36.59,18.66,56.84
"341","Caribbean Netherlands","17",31.54,9.55,22.59
"342","Caribbean Netherlands","18",99.85,97.39,0.9
"343","Cayman Islands","10",96.13,95.55,2.38
"344","Cayman Islands","11",96.13,95.55,0.57
"345","Cayman Islands","12",96.13,95.55,0.57
"346","Cayman Islands","13",96.13,95.55,2.38
"347","Cayman Islands","14",96.13,95.55,2.9
"348","Cayman Islands","15",96.13,95.55,1.31
"349","Cayman Islands","16",96.13,95.55,0.57
"350","Cayman Islands","17",96.13,95.55,1
"351","Cayman Islands","18",96.13,95.55,0.57
"352","Central African Republic","10",53.54,23.04,68.81
"353","Central African Republic","11",53.71,23.9,66.41
"354","Central African Republic","12",53.88,24.78,63.97
"355","Central African Republic","13",53.96,24.87,61.58
"356","Central African Republic","14",54.05,24.98,59.28
"357","Central African Republic","15",54.14,25.09,57.12
"358","Central African Republic","16",54.14,25.09,55.12
"359","Central African Republic","17",54.14,25.09,53.27
"360","Central African Republic","18",54.14,25.09,53.27
"361","Chad","10",41.26,9.59,68.12
"362","Chad","11",41.5,9.57,65.57
"363","Chad","12",41.74,9.55,63.18
"364","Chad","13",42,9.55,61.06
"365","Chad","14",42.27,9.54,59.25
"366","Chad","15",42.54,9.55,57.77
"367","Chad","16",42.54,9.55,56.55
"368","Chad","17",42.54,9.55,55.46
"369","Chad","18",42.54,9.55,55.46
"370","Channel Islands","10",94.15,98.5,1
"371","Channel Islands","11",94.15,98.5,2.9
"372","Channel Islands","12",94.15,98.5,1
"373","Channel Islands","13",94.15,98.5,1.31
"374","Channel Islands","14",94.15,98.5,2.9
"375","Channel Islands","15",94.15,98.5,2.38
"376","Channel Islands","16",94.15,98.5,2.38
"377","Channel Islands","17",94.15,98.5,2.9
"378","Channel Islands","18",94.15,98.5,2.38
"379","Chile","10",99.02,97.75,1.6
"380","Chile","11",99.34,98.28,1.55
"381","Chile","12",99.65,98.81,1.5
"382","Chile","13",99.93,99.23,1.45
"383","Chile","14",100,99.76,1.41
"384","Chile","15",100,99.89,1.37
"385","Chile","16",100,99.89,1.33
"386","Chile","17",100,99.89,1.29
"387","Chile","18",100,99.89,1.29
"388","China","10",90.85,70.14,2.24
"389","China","11",91.97,71.14,2.07
"390","China","12",93.03,72.13,1.94
"391","China","13",94.02,73.11,1.84
"392","China","14",94.95,74.08,1.77
"393","China","15",95.82,75.04,1.72
"394","China","16",95.82,75.04,1.68
"395","China","17",95.82,75.04,1.65
"396","China","18",95.82,75.04,1.65
"397","Colombia","10",94.59,81.75,7.66
"398","Colombia","11",95.01,82.3,7.55
"399","Colombia","12",95.43,82.85,7.43
"400","Colombia","13",95.84,83.39,7.3
"401","Colombia","14",96.23,83.92,7.14
"402","Colombia","15",96.52,84.44,6.98
"403","Colombia","16",96.52,84.44,6.8
"404","Colombia","17",96.52,84.44,6.61
"405","Colombia","18",96.52,84.44,6.61
"406","Comoros","10",84.44,32.02,23.64
"407","Comoros","11",84.25,32.54,22.59
"408","Comoros","12",84.06,33.08,21.6
"409","Comoros","13",83.87,33.61,20.7
"410","Comoros","14",83.69,34.15,19.9
"411","Comoros","15",83.7,34.17,19.21
"412","Comoros","16",83.7,34.17,18.61
"413","Comoros","17",83.7,34.17,18.05
"414","Comoros","18",83.7,34.17,18.05
"415","Congo","10",64.22,14.25,26.76
"416","Congo","11",65.07,14.43,24.51
"417","Congo","12",65.91,14.6,22.58
"418","Congo","13",66.73,14.77,20.9
"419","Congo","14",67.54,14.95,19.45
"420","Congo","15",68.34,15.01,18.23
"421","Congo","16",68.34,15.01,17.2
"422","Congo","17",68.34,15.01,16.34
"423","Congo","18",68.34,15.01,16.34
"424","Congo, Democratic Republic","10",39.34,20.55,49.54
"425","Congo, Democratic Republic","11",39.84,20.38,47.65
"426","Congo, Democratic Republic","12",40.34,20.21,45.93
"427","Congo, Democratic Republic","13",40.84,20.04,44.33
"428","Congo, Democratic Republic","14",41.34,19.88,42.82
"429","Congo, Democratic Republic","15",41.84,19.71,41.37
"430","Congo, Democratic Republic","16",41.84,19.71,39.96
"431","Congo, Democratic Republic","17",41.84,19.71,38.59
"432","Congo, Democratic Republic","18",41.84,19.71,38.59
"433","Cook Islands","10",99.88,96.35,1.24
"434","Cook Islands","11",99.88,96.78,1.12
"435","Cook Islands","12",99.88,97.2,1.07
"436","Cook Islands","13",99.88,97.63,1.03
"437","Cook Islands","14",99.88,97.63,1.03
"438","Cook Islands","15",99.88,97.63,2.7
"439","Cook Islands","16",99.88,97.63,2.7
"440","Cook Islands","17",99.88,97.63,2.7
"441","Cook Islands","18",99.88,97.63,2.44
"442","Costa Rica","10",98.37,96.32,2.09
"443","Costa Rica","11",98.7,96.5,2.07
"444","Costa Rica","12",99.01,96.67,2.11
"445","Costa Rica","13",99.3,96.84,2.18
"446","Costa Rica","14",99.56,97,2.3
"447","Costa Rica","15",99.7,97.15,2.44
"448","Costa Rica","16",99.7,97.15,2.58
"449","Costa Rica","17",99.7,97.15,2.7
"450","Costa Rica","18",99.7,97.15,2.7
"451","Cote d'Ivoire","10",72.58,27.37,34.95
"452","Cote d'Ivoire","11",72.68,27.89,33.48
"453","Cote d'Ivoire","12",72.78,28.4,32.01
"454","Cote d'Ivoire","13",72.87,28.92,30.59
"455","Cote d'Ivoire","14",72.97,29.43,29.24
"456","Cote d'Ivoire","15",73.06,29.93,28.01
"457","Cote d'Ivoire","16",73.06,29.93,26.89
"458","Cote d'Ivoire","17",73.06,29.93,25.89
"459","Cote d'Ivoire","18",73.06,29.93,25.89
"460","Croatia","10",99.29,97.35,1.07
"461","Croatia","11",99.37,97.37,1.06
"462","Croatia","12",99.44,97.39,1.04
"463","Croatia","13",99.51,97.42,1.03
"464","Croatia","14",99.59,97.44,1.01
"465","Croatia","15",99.59,97.47,0.98
"466","Croatia","16",99.59,97.47,0.96
"467","Croatia","17",99.59,97.47,0.93
"468","Croatia","18",99.59,97.47,0.93
"469","Cuba","10",94.51,90.31,1.44
"470","Cuba","11",94.64,90.41,1.43
"471","Cuba","12",94.78,90.52,1.41
"472","Cuba","13",94.91,90.62,1.39
"473","Cuba","14",95.04,90.72,1.36
"474","Cuba","15",95.18,90.82,1.33
"475","Cuba","16",95.18,90.82,1.29
"476","Cuba","17",95.18,90.82,1.26
"477","Cuba","18",95.18,90.82,1.26
"478","Curacao","10",99.37,98.82,2.18
"479","Curacao","11",99.37,98.82,2.09
"480","Curacao","12",99.37,98.82,2.01
"481","Curacao","13",99.37,98.82,1.94
"482","Curacao","14",99.37,98.82,1.87
"483","Curacao","15",99.37,98.82,1.82
"484","Curacao","16",99.37,98.82,1.78
"485","Curacao","17",99.37,98.82,1.74
"486","Curacao","18",99.37,98.82,1.74
"487","Cyprus","10",100,99.65,0.8
"488","Cyprus","11",100,99.59,0.79
"489","Cyprus","12",100,99.54,0.78
"490","Cyprus","13",100,99.48,0.77
"491","Cyprus","14",100,99.43,0.75
"492","Cyprus","15",100,99.37,0.73
"493","Cyprus","16",100,99.37,0.71
"494","Cyprus","17",100,99.37,0.69
"495","Cyprus","18",100,99.37,0.69
"496","Czech Republic","10",99.86,99.14,0.67
"497","Czech Republic","11",99.86,99.14,0.64
"498","Czech Republic","12",99.87,99.14,0.62
"499","Czech Republic","13",99.87,99.14,0.6
"500","Czech Republic","14",99.88,99.14,0.58
"501","Czech Republic","15",99.88,99.14,0.56
"502","Czech Republic","16",99.88,99.14,0.55
"503","Czech Republic","17",99.88,99.14,0.54
"504","Czech Republic","18",99.88,99.14,0.54
"505","Denmark","10",100,99.6,0.62
"506","Denmark","11",100,99.6,0.6
"507","Denmark","12",100,99.6,0.58
"508","Denmark","13",100,99.6,0.57
"509","Denmark","14",100,99.6,0.55
"510","Denmark","15",100,99.6,0.53
"511","Denmark","16",100,99.6,0.51
"512","Denmark","17",100,99.6,0.49
"513","Denmark","18",100,99.6,0.49
"514","Djibouti","10",76.3,51.21,32.96
"515","Djibouti","11",76.45,51.23,31.72
"516","Djibouti","12",76.6,51.27,30.59
"517","Djibouti","13",76.75,51.3,29.62
"518","Djibouti","14",76.9,51.34,28.82
"519","Djibouti","15",76.92,51.38,28.2
"520","Djibouti","16",76.92,51.38,27.71
"521","Djibouti","17",76.92,51.38,27.3
"522","Djibouti","18",76.92,51.38,27.3
"523","Dominica","10",96.23,76.63,6.74
"524","Dominica","11",96.5,77.89,6.34
"525","Dominica","12",96.5,77.89,3.03
"526","Dominica","13",96.5,77.89,3.19
"527","Dominica","14",96.5,77.89,3.23
"528","Dominica","15",96.5,77.89,6.34
"529","Dominica","16",96.5,77.89,8.48
"530","Dominica","17",96.5,77.89,3.03
"531","Dominica","18",96.5,77.89,6.34
"532","Dominican Republic","10",93.53,81.78,3.23
"533","Dominican Republic","11",93.73,81.99,3.19
"534","Dominican Republic","12",93.91,82.18,3.14
"535","Dominican Republic","13",94.08,82.37,3.08
"536","Dominican Republic","14",94.23,82.54,3.02
"537","Dominican Republic","15",94.48,82.7,2.96
"538","Dominican Republic","16",94.48,82.7,2.89
"539","Dominican Republic","17",94.48,82.7,2.82
"540","Dominican Republic","18",94.48,82.7,2.82
"541","East Timor","10",63.11,39.77,13.17
"542","East Timor","11",64.53,40.59,12.66
"543","East Timor","12",65.95,41.43,12.24
"544","East Timor","13",67.38,42.28,11.84
"545","East Timor","14",68.8,43.14,11.42
"546","East Timor","15",70.22,44.01,10.96
"547","East Timor","16",70.22,44.01,10.48
"548","East Timor","17",70.22,44.01,10
"549","East Timor","18",70.22,44.01,10
"550","Ecuador","10",89.46,81.2,4.85
"551","Ecuador","11",90.09,82.19,4.65
"552","Ecuador","12",90.72,83.19,4.49
"553","Ecuador","13",91.36,84.18,4.36
"554","Ecuador","14",91.99,85.16,4.25
"555","Ecuador","15",92.61,86.14,4.15
"556","Ecuador","16",92.61,86.14,4.05
"557","Ecuador","17",92.61,86.14,3.96
"558","Ecuador","18",92.61,86.14,3.96
"559","Egypt","10",98.32,92.93,5.93
"560","Egypt","11",98.32,92.97,5.67
"561","Egypt","12",98.33,93.02,5.43
"562","Egypt","13",98.34,93.07,5.21
"563","Egypt","14",98.35,93.12,5.01
"564","Egypt","15",98.36,93.17,4.81
"565","Egypt","16",98.36,93.17,4.63
"566","Egypt","17",98.36,93.17,4.47
"567","Egypt","18",98.36,93.17,4.47
"568","El Salvador","10",89.09,87.87,3.03
"569","El Salvador","11",89.96,88.54,2.91
"570","El Salvador","12",90.82,89.2,2.8
"571","El Salvador","13",91.66,89.85,2.7
"572","El Salvador","14",92.48,90.49,2.61
"573","El Salvador","15",93.01,91.13,2.54
"574","El Salvador","16",93.01,91.13,2.46
"575","El Salvador","17",93.01,91.13,2.39
"576","El Salvador","18",93.01,91.13,2.39
"577","Equatorial Guinea","10",49.2,75.79,45.58
"578","Equatorial Guinea","11",49.27,75.36,43.96
"579","Equatorial Guinea","12",49.35,74.93,42.39
"580","Equatorial Guinea","13",49.44,74.51,40.88
"581","Equatorial Guinea","14",49.51,74.52,39.43
"582","Equatorial Guinea","15",49.59,74.54,38.04
"583","Equatorial Guinea","16",49.59,74.54,36.7
"584","Equatorial Guinea","17",49.59,74.54,35.42
"585","Equatorial Guinea","18",49.59,74.54,35.42
"586","Eritrea","10",18.14,10.42,14.88
"587","Eritrea","11",18.32,10.7,14.09
"588","Eritrea","12",18.51,10.97,13.32
"589","Eritrea","13",18.76,11.06,12.6
"590","Eritrea","14",19.02,11.16,11.92
"591","Eritrea","15",19.29,11.26,11.29
"592","Eritrea","16",19.29,11.26,10.7
"593","Eritrea","17",19.29,11.26,10.14
"594","Eritrea","18",19.29,11.26,10.14
"595","Estonia","10",99.47,99.44,1.15
"596","Estonia","11",99.51,99.47,1.11
"597","Estonia","12",99.54,99.5,1.08
"598","Estonia","13",99.58,99.54,1.05
"599","Estonia","14",99.62,99.57,1.02
"600","Estonia","15",99.61,99.61,1
"601","Estonia","16",99.61,99.61,0.97
"602","Estonia","17",99.61,99.61,0.95
"603","Estonia","18",99.61,99.61,0.95
"604","Ethiopia","10",31.54,5.69,27.48
"605","Ethiopia","11",33.07,5.97,25.6
"606","Ethiopia","12",34.59,6.24,23.97
"607","Ethiopia","13",36.11,6.52,22.59
"608","Ethiopia","14",37.62,6.8,21.41
"609","Ethiopia","15",39.12,7.08,20.41
"610","Ethiopia","16",39.12,7.08,19.52
"611","Ethiopia","17",39.12,7.08,18.71
